Unnamed: 0,id,smiles,scaffold,decorations,count
384,498216206336,CN(C)c1ccc2c(c1)-c1[s+]c3cc(N(C)C)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(C)C', 1: '[*]N(C)C'}",8033
6529,1511828488192,CCN(CC)c1ccc2c(c1)-c1[s+]c3cc(N(C)C)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(C)C', 1: '[*]N(CC)CC'}",619
571,498216206347,CN(C)c1ccc2c(c1)-c1[s+]c3cc(N)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N', 1: '[*]N(C)C'}",536
420,498216206338,CCN(CC)c1ccc2cc3c([s+]c2c1)-c1cc(N(C)C)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(CC)CC', 1: '[*]N(C)C'}",463
416,498216206338,COc1ccc2cc3c([s+]c2c1)-c1cc(N(C)C)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]OC', 1: '[*]N(C)C'}",417
3216,1047972020225,CN(C)c1ccc2cc3c([s+]c2c1)-c1cc(I)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(C)C', 1: '[*]I'}",377
6533,1511828488192,COc1ccc2c(c1)-c1[s+]c3cc(N(C)C)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(C)C', 1: '[*]OC'}",310
240,369367187463,COc1ccc2cc3c([s+]c2c1)-c1cc(N)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]OC', 1: '[*]N'}",309
4623,1314259992576,COc1ccc2c(c1)-c1[s+]c3cc(OC)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]OC', 1: '[*]OC'}",295
139,369367187456,Nc1ccc2c(c1)-c1[s+]c3cc(N)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N', 1: '[*]N'}",272
3231,1047972020225,COc1ccc2cc3c([s+]c2c1)-c1cc(I)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]OC', 1: '[*]I'}",250
128,369367187456,CN(C)c1ccc2cc3c([s+]c2c1)-c1cc(N)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(C)C', 1: '[*]N'}",209
6528,1511828488192,Cc1ccc2c(c1)-c1[s+]c3cc(N(C)C)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(C)C', 1: '[*]C'}",156
3296,1047972020230,Cc1ccc2cc3c([s+]c2c1)-c1cc(I)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]C', 1: '[*]I'}",154
9539,1511828488380,COc1ccc2c(c1)-c1[s+]c3cc(N)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N', 1: '[*]OC'}",140
2647,755914244101,CCN(CC)c1ccc2cc3c([s+]c2c1)-c1cc(I)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(CC)CC', 1: '[*]I'}",138
6902,1511828488215,CN(C)c1ccc2cc3c([s+]c2c1)-c1cc([N+](C)(C)C)ccc1CC3,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N(C)C', 1: '[*][N+](C)(C)C'}",137
4610,1314259992576,CCN(CC)c1ccc2c(c1)-c1[s+]c3cc(OC)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]OC', 1: '[*]N(CC)CC'}",132
9472,1511828488376,Cc1ccc2c(c1)-c1[s+]c3cc(N)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]N', 1: '[*]C'}",95
3281,1047972020229,Ic1ccc2c(c1)-c1[s+]c3cc(I)ccc3cc1CC2,[*:0]C1C=C2[S+]=C3C(=CC2=CC=1)CCC1C3=CC([*:1])=CC=1,"{0: '[*]I', 1: '[*]I'}",92
